unlocode,country,location_code,name,name_ascii,subdivision,latitude,longitude
NOADN,NO,ADN,Andenes,Andenes,18,69.31666666666666,16.133333333333333
NOAES,NO,AES,Ålesund,Alesund,15,62.46666666666667,6.15
NOAFS,NO,AFS,Anfinnsletta,Anfinnsletta,18,68.33333333333333,15.433333333333334
NOAFT,NO,AFT,Agnefest,Agnefest,10,58.11666666666667,7.033333333333333
NOAGK,NO,AGK,Ågskardet,Agskardet,18,66.71666666666667,13.483333333333333
NOAGO,NO,AGO,Ågotnes,Agotnes,12,60.4,5.016666666666667
NOAHM,NO,AHM,Åheim,Aheim,15,62.03333333333333,5.516666666666667
NOAKK,NO,AKK,Akkarfjord,Akkarfjord,20,70.78333333333333,23.45
NOAKM,NO,AKM,Åkrehamn,Akrehamn,11,59.25,5.166666666666667
NOALE,NO,ALE,Ålefjær,Alefjar,10,58.233333333333334,8.016666666666667
NOALF,NO,ALF,Alta,Alta,20,69.96666666666667,23.233333333333334
NOALV,NO,ALV,Alvika,Alvika,15,62.483333333333334,6.383333333333334
NOAND,NO,AND,Åndalsnes,Andalsnes,15,62.56666666666667,7.7
NOANN,NO,ANN,Sannidal,Sannidal,08,58.88333333333333,9.283333333333333
NOANS,NO,ANS,Ansnes,Ansnes,16,63.63333333333333,9.0
NOARD,NO,ARD,Årdalstangen,Ardalstangen,14,61.233333333333334,7.7
NOARE,NO,ARE,Arendal,Arendal,09,58.45,8.766666666666667
NOARF,NO,ARF,Arnafjord,Arnafjord,14,61.016666666666666,6.383333333333334
NOARH,NO,ARH,Årdal - Hjelmeland,Ardal - Hjelmeland,11,59.15,6.166666666666667
NOARM,NO,ARM,Arnøyhamn,Arnoyhamn,19,70.05,20.633333333333333
NOASV,NO,ASV,Austevoll,Austevoll,12,60.1,5.15
NOATA,NO,ATA,Åtangen,Atangen,08,58.86666666666667,9.35
NOATL,NO,ATL,Atløy,Atloy,14,61.35,4.883333333333333
NOAUE,NO,AUE,Aure,Aure,15,63.266666666666666,8.516666666666667
NOAUK,NO,AUK,Aukra,Aukra,15,62.81666666666667,6.9
NOAUL,NO,AUL,Aurland,Aurland,14,60.9,7.183333333333334
NOAUS,NO,AUS,Austvika,Austvika,18,66.18333333333334,13.233333333333333
NOAVA,NO,AVA,Avaldsnes,Avaldsnes,11,59.35,5.266666666666667
NOAVE,NO,AVE,Averøy,Averoy,15,63.05,7.666666666666667
NOBAF,NO,BAF,Balsfjord,Balsfjord,19,69.23333333333333,19.233333333333334
NOBAL,NO,BAL,Båly,Baly,10,58.03333333333333,7.15
NOBEL,NO,BEL,Bellvika,Bellvika,19,69.78333333333333,18.766666666666666
NOBFJ,NO,BFJ,Bergsfjord,Bergsfjord,20,70.25,21.783333333333335
NOBGN,NO,BGN,Bergneset,Bergneset,19,69.25,19.35
NOBGO,NO,BGO,Bergen,Bergen,12,60.38333333333333,5.316666666666666
NOBJD,NO,BJD,Bjordal,Bjordal,14,61.083333333333336,5.833333333333333
NOBJF,NO,BJF,Båtsfjord,Batsfjord,20,70.63333333333334,29.716666666666665
NOBJU,NO,BJU,Bjugn,Bjugn,16,63.75,9.75
NOBJX,NO,BJX,Bjørkås,Bjorkas,02,59.78333333333333,10.5
NOBJY,NO,BJY,Bjarkøy,Bjarkoy,19,68.98333333333333,16.533333333333335
NOBKS,NO,BKS,Brekstad,Brekstad,16,63.68333333333333,9.683333333333334
NOBKV,NO,BKV,Bjerkvik,Bjerkvik,18,68.55,17.55
NOBLK,NO,BLK,Bleik,Bleik,18,69.26666666666667,15.95
NOBLL,NO,BLL,Ballangen,Ballangen,18,68.33333333333333,16.833333333333332
NOBLO,NO,BLO,Blokken,Blokken,18,68.6,15.383333333333333
NOBLS,NO,BLS,Balestrand,Balestrand,14,61.2,6.533333333333333
NOBLV,NO,BLV,Blomvåg,Blomvag,12,60.53333333333333,4.883333333333333
NOBNN,NO,BNN,Brønnøysund,Bronnoysund,18,65.46666666666667,12.2
NOBOE,NO,BOE,Bøneset - Karmøy,Boneset - Karmoy,11,59.36666666666667,5.283333333333333
NOBOG,NO,BOG,Bogen,Bogen,18,68.51666666666667,16.983333333333334
NOBOK,NO,BOK,Bokn,Bokn,11,59.21666666666667,5.433333333333334
NOBOM,NO,BOM,Bømlo,Bomlo,12,59.6,5.216666666666667
NOBON,NO,BON,Bognes,Bognes,18,68.21666666666667,16.066666666666666
NOBOO,NO,BOO,Bodø,Bodo,18,67.28333333333333,14.366666666666667
NOBOS,NO,BOS,Borkenes,Borkenes,19,68.76666666666667,16.166666666666668
NOBOV,NO,BOV,Bøvågen - Radøy,Bovagen - Radoy,12,60.7,4.916666666666667
NOBRH,NO,BRH,Brensholmen,Brensholmen,19,69.6,18.033333333333335
NOBRN,NO,BRN,Brandasund,Brandasund,12,59.9,5.1
NOBRV,NO,BRV,Brattvåg,Brattvag,15,62.6,6.433333333333334
NOBSD,NO,BSD,Ballstad,Ballstad,18,68.06666666666666,13.55
NOBSF,NO,BSF,Brandsfjord,Brandsfjord,16,64.18333333333334,10.35
NOBTH,NO,BTH,Botnhamn,Botnhamn,19,69.51666666666667,17.9
NOBTN,NO,BTN,Botnaneset - Flora,Botnaneset - Flora,14,61.61666666666667,5.066666666666666
NOBTS,NO,BTS,Brettesnes,Brettesnes,18,68.23333333333333,14.866666666666667
NOBUF,NO,BUF,Burfjord,Burfjord,19,69.93333333333334,22.05
NOBUG,NO,BUG,Bugøynes,Bugoynes,20,69.96666666666667,29.633333333333333
NOBUV,NO,BUV,Buvika,Buvika,16,62.13333333333333,11.7
NOBVB,NO,BVB,Breivikbotn,Breivikbotn,20,70.58333333333333,22.283333333333335
NOBVG,NO,BVG,Berlevåg,Berlevag,20,70.85,29.1
NOBVK,NO,BVK,Brevik,Brevik,08,59.05,9.7
NOBVR,NO,BVR,Breiviga,Breiviga,11,59.083333333333336,5.9
NOBYN,NO,BYN,Byggnes - Karmøy,Byggnes - Karmoy,11,59.3,5.3
NOBYR,NO,BYR,Byrknesøy,Byrknesoy,14,60.9,4.833333333333333
NOBYS,NO,BYS,Bygstad,Bygstad,14,61.38333333333333,5.666666666666667
NODBY,NO,DBY,Nordby,Nordby,02,59.93333333333333,11.566666666666666
NODDY,NO,DDY,Espenesbogen,Espenesbogen,19,69.11666666666666,17.75
NODER,NO,DER,Sperrebotn,Sperrebotn,01,59.45,10.8
NODFJ,NO,DFJ,Dåfjord,Dafjord,19,69.98333333333333,19.4
NODIM,NO,DIM,Dimmelsvik,Dimmelsvik,12,59.95,5.983333333333333
NODIR,NO,DIR,Dirdal,Dirdal,11,58.833333333333336,6.166666666666667
NODJU,NO,DJU,Djupvik,Djupvik,19,69.75,20.5
NODOL,NO,DOL,Dolmøy,Dolmoy,16,63.65,8.783333333333333
NODRG,NO,DRG,Drag,Drag,18,68.03333333333333,16.066666666666666
NODRK,NO,DRK,Drøbak,Drobak,02,59.65,10.616666666666667
NODRM,NO,DRM,Drammen,Drammen,06,59.733333333333334,10.233333333333333
NODSF,NO,DSF,Dale,Dale,14,61.36666666666667,5.416666666666667
NODUS,NO,DUS,Dusavik,Dusavik,11,59.0,5.65
NODYD,NO,DYD,Dyrstad,Dyrstad,14,61.766666666666666,5.183333333333334
NODYL,NO,DYL,Dyrøyhamn,Dyroyhamn,19,69.01666666666667,17.433333333333334
NODYR,NO,DYR,Dyrvik,Dyrvik,16,63.766666666666666,8.833333333333334
NOEDD,NO,EDD,Eidsdal,Eidsdal,15,62.266666666666666,7.166666666666667
NOEDE,NO,EDE,Eide,Eide,15,62.9,7.45
NOEDF,NO,EDF,Eidfjord,Eidfjord,12,60.46666666666667,7.066666666666666
NOEDS,NO,EDS,Eide Sotra,Eide Sotra,12,60.25,5.066666666666666
NOEDT,NO,EDT,Eidet,Eidet,18,68.73333333333333,14.583333333333334
NOEGE,NO,EGE,Egersund,Egersund,11,58.45,6.0
NOEGG,NO,EGG,Eggesbønes,Eggesbones,15,62.31666666666667,5.633333333333333
NOEIF,NO,EIF,Eidangerfjorden,Eidangerfjorden,08,59.06666666666667,9.7
NOEIK,NO,EIK,Eikefjord,Eikefjord,14,61.583333333333336,5.466666666666667
NOEIL,NO,EIL,Eidslandet,Eidslandet,12,60.71666666666667,5.783333333333333
NOEKF,NO,EKF,Eikefet,Eikefet,12,60.7,5.55
NOELL,NO,ELL,Ellingsøy,Ellingsoy,15,62.5,6.333333333333333
NOELN,NO,ELN,Elnesvågen,Elnesvagen,15,62.85,7.133333333333334
NOELO,NO,ELO,Eikelandsosen,Eikelandsosen,12,60.233333333333334,5.75
NOENG,NO,ENG,Engene,Engene,06,59.68333333333333,10.533333333333333
NOERF,NO,ERF,Erfjord - Suldal,Erfjord - Suldal,11,59.333333333333336,6.216666666666667
NOESP,NO,ESP,Espevik,Espevik,11,59.31666666666667,5.666666666666667
NOETN,NO,ETN,Etne,Etne,12,59.65,5.916666666666667
NOEVT,NO,EVT,Evenestangen,Evenestangen,18,68.01666666666667,16.0
NOEVV,NO,EVV,Eivindvik,Eivindvik,14,60.983333333333334,5.083333333333333
NOEYD,NO,EYD,Eydehavn,Eydehavn,09,58.483333333333334,8.866666666666667
NOFAN,NO,FAN,Farsund,Farsund,10,58.083333333333336,6.8
NOFAU,NO,FAU,Fauske,Fauske,18,67.25,15.383333333333333
NOFAX,NO,FAX,Fagerstrand,Fagerstrand,08,59.93333333333333,8.8
NOFBL,NO,FBL,Fiskebøl,Fiskebol,18,68.43333333333334,14.816666666666666
NOFDE,NO,FDE,Førde,Forde,14,61.45,5.833333333333333
NOFED,NO,FED,Fedje,Fedje,12,60.766666666666666,4.7
NOFFB,NO,FFB,Finnfjordbotn,Finnfjordbotn,19,69.21666666666667,18.083333333333332
NOFFD,NO,FFD,Flekkefjord,Flekkefjord,10,58.28333333333333,6.65
NOFIN,NO,FIN,Finneidfjord,Finneidfjord,18,66.18333333333334,13.783333333333333
NOFIT,NO,FIT,Fitjar,Fitjar,12,59.916666666666664,5.316666666666666
NOFJL,NO,FJL,Fjelldal,Fjelldal,18,68.55,16.5
NOFKG,NO,FKG,Frekhaug,Frekhaug,12,60.516666666666666,5.233333333333333
NOFLA,NO,FLA,Flåm,Flam,14,60.86666666666667,7.116666666666666
NOFLM,NO,FLM,Flem,Flem,15,62.68333333333333,6.233333333333333
NOFLO,NO,FLO,Florvåg,Florvag,12,60.416666666666664,5.233333333333333
NOFLR,NO,FLR,Flora,Flora,14,61.6,5.033333333333333
NOFLY,NO,FLY,Flatøy,Flatoy,12,60.53333333333333,5.25
NOFND,NO,FND,Finneid,Finneid,18,67.25,15.416666666666666
NOFNE,NO,FNE,Finnsnes,Finnsnes,19,69.21666666666667,17.966666666666665
NOFNN,NO,FNN,Fonnes,Fonnes,12,60.81666666666667,4.966666666666667
NOFNS,NO,FNS,Fornes,Fornes,19,68.86666666666666,17.466666666666665
NOFNY,NO,FNY,Finnøy,Finnoy,11,59.166666666666664,5.8
NOFOA,NO,FOA,Froan,Froan,16,63.983333333333334,9.083333333333334
NOFOI,NO,FOI,Fossing,Fossing,08,58.93333333333333,9.466666666666667
NOFOL,NO,FOL,Follafoss,Follafoss,17,63.983333333333334,11.1
NOFON,NO,FON,Forøy,Foroy,18,66.73333333333333,13.516666666666667
NOFOR,NO,FOR,Forsand,Forsand,11,58.9,6.083333333333333
NOFOS,NO,FOS,Fosnavåg,Fosnavag,15,62.333333333333336,5.633333333333333
NOFRK,NO,FRK,Fredrikstad,Fredrikstad,01,59.2,10.916666666666666
NOFRO,NO,FRO,Florø,Floro,14,61.6,5.016666666666667
NOFRS,NO,FRS,Forus,Forus,11,58.88333333333333,5.75
NOFSD,NO,FSD,Fjellstrand,Fjellstrand,12,60.21666666666667,5.966666666666667
NOFSK,NO,FSK,Fiskåbygd - Vanylven,Fiskabygd - Vanylven,15,62.1,5.55
NOFSL,NO,FSL,Forsøl,Forsol,20,70.71666666666667,23.816666666666666
NOFST,NO,FST,Fiskarstrand,Fiskarstrand,15,62.45,6.283333333333333
NOFSV,NO,FSV,Festvåg,Festvag,18,67.43333333333334,14.766666666666667
NOFUS,NO,FUS,Fusa,Fusa,12,60.2,5.616666666666667
NOFYS,NO,FYS,Fjærland,Fjarland,14,61.4,6.733333333333333
NOGAM,NO,GAM,Gamvik,Gamvik,20,71.05,28.25
NOGHV,NO,GHV,Gunhildvågen,Gunhildvagen,14,61.583333333333336,5.0
NOGIK,NO,GIK,Gismarvik,Gismarvik,11,59.31666666666667,5.383333333333334
NOGJD,NO,GJD,Gjøsundet,Gjosundet,15,62.53333333333333,6.133333333333334
NOGJV,NO,GJV,Gjesvær,Gjesvar,20,71.1,25.383333333333333
NOGLO,NO,GLO,Glomfjord,Glomfjord,18,66.8,13.933333333333334
NOGOO,NO,GOO,Godøya,Godoya,15,62.46666666666667,6.016666666666667
NOGOT,NO,GOT,Grøtavær,Grotavar,19,68.96666666666667,16.25
NOGPN,NO,GPN,Gaupne,Gaupne,14,61.4,7.3
NOGRD,NO,GRD,Gravdal,Gravdal,18,68.11666666666666,13.5
NOGRF,NO,GRF,Grovfjord,Grovfjord,19,68.68333333333334,17.116666666666667
NOGRP,NO,GRP,Grip,Grip,15,63.21666666666667,7.6
NOGRS,NO,GRS,Grytestranda,Grytestranda,15,62.53333333333333,6.366666666666666
NOGRV,NO,GRV,Granvin,Granvin,12,60.516666666666666,6.7
NOGRY,NO,GRY,Gryllefjord,Gryllefjord,19,69.36666666666666,17.083333333333332
NOGTD,NO,GTD,Grimstad,Grimstad,09,58.333333333333336,8.583333333333334
NOGUD,NO,GUD,Gudvangen,Gudvangen,14,60.85,6.816666666666666
NOGUR,NO,GUR,Gursken,Gursken,15,62.233333333333334,5.566666666666666
NOGUT,NO,GUT,Gutvik,Gutvik,17,65.08333333333333,11.816666666666666
NOHAE,NO,HAE,Hansnes,Hansnes,19,69.96666666666667,19.616666666666667
NOHAL,NO,HAL,Halden,Halden,01,59.1,11.366666666666667
NOHAN,NO,HAN,Halvorshavn,Halvorshavn,06,59.583333333333336,10.616666666666667
NOHAU,NO,HAU,Haugesund,Haugesund,11,59.4,5.25
NOHAV,NO,HAV,Havøysund,Havoysund,20,71.0,24.666666666666668
NOHAZ,NO,HAZ,Halsnøy,Halsnoy,12,59.8,5.716666666666667
NOHBT,NO,HBT,Hamnbukt - Porsanger,Hamnbukt - Porsanger,20,70.08333333333333,25.033333333333335
NOHEF,NO,HEF,Herfjord,Herfjord,16,64.0,10.033333333333333
NOHEK,NO,HEK,Hekkelstrand,Hekkelstrand,18,68.4,16.833333333333332
NOHEL,NO,HEL,Hellvik,Hellvik,11,58.46666666666667,5.866666666666667
NOHEM,NO,HEM,Håeimsvika,Haeimsvika,15,62.483333333333334,6.7
NOHEN,NO,HEN,Henningsvær,Henningsvar,18,68.15,14.216666666666667
NOHER,NO,HER,Hermansverk,Hermansverk,14,61.18333333333333,6.833333333333333
NOHES,NO,HES,Hestvika,Hestvika,16,63.56666666666667,9.2
NOHET,NO,HET,Herøysundet,Heroysundet,12,59.916666666666664,5.783333333333333
NOHEV,NO,HEV,Helligvær,Helligvar,18,67.4,13.533333333333333
NOHEY,NO,HEY,Herøy,Heroy,15,60.333333333333336,5.633333333333333
NOHFL,NO,HFL,Hammerfall,Hammerfall,18,67.4,15.533333333333333
NOHFT,NO,HFT,Hammerfest,Hammerfest,20,70.65,23.666666666666668
NOHGR,NO,HGR,Hegreneset,Hegreneset,12,60.416666666666664,5.3
NOHHA,NO,HHA,Hufthammar,Hufthammar,12,60.11666666666667,5.2
NOHJJ,NO,HJJ,Hjelset,Hjelset,15,62.78333333333333,7.483333333333333
NOHJL,NO,HJL,Hjelmeland,Hjelmeland,11,59.233333333333334,6.183333333333334
NOHJO,NO,HJO,Hjørungavåg,Hjorungavag,15,62.35,6.066666666666666
NOHKR,NO,HKR,Helle - Kragerø,Helle - Kragero,08,58.9,9.4
NOHLB,NO,HLB,Høylandsbygda,Hoylandsbygda,12,59.78333333333333,5.8
NOHLE,NO,HLE,Helle - Forsand,Helle - Forsand,11,58.86666666666667,6.15
NOHLL,NO,HLL,Høllen,Hollen,10,58.083333333333336,7.816666666666666
NOHLS,NO,HLS,Halsa,Halsa,15,63.05,8.216666666666667
NOHMV,NO,HMV,Hummelvik,Hummelvik,20,70.25,21.783333333333335
NOHNE,NO,HNE,Hemnesberget,Hemnesberget,18,66.23333333333333,13.633333333333333
NOHOA,NO,HOA,Holla,Holla,16,63.31666666666667,9.15
NOHOF,NO,HOF,Hof,Hof,07,59.55,10.033333333333333
NOHOG,NO,HOG,Høgset,Hogset,18,67.13333333333334,15.016666666666667
NOHOK,NO,HOK,Hommelvik,Hommelvik,16,63.4,10.766666666666667
NOHOL,NO,HOL,Holmestrand,Holmestrand,07,59.483333333333334,10.3
NOHOO,NO,HOO,Horsøy,Horsoy,12,60.43333333333333,5.166666666666667
NOHOR,NO,HOR,Horten,Horten,07,59.4,10.483333333333333
NOHOT,NO,HOT,Hanøytangen,Hanoytangen,12,60.43333333333333,5.1
NOHOY,NO,HOY,Husøy - Tønsberg,Husoy - Tonsberg,07,59.233333333333334,10.45
NOHRD,NO,HRD,Harstad,Harstad,19,68.78333333333333,16.533333333333335
NOHRI,NO,HRI,Hareid,Hareid,15,62.36666666666667,6.033333333333333
NOHRO,NO,HRO,Herøy,Heroy,18,65.98333333333333,12.3
NOHRR,NO,HRR,Herre,Herre,08,59.1,9.566666666666666
NOHRS,NO,HRS,Harøysundet,Haroysundet,15,62.88333333333333,6.95
NOHRV,NO,HRV,Hordvik,Hordvik,12,60.516666666666666,5.3
NOHRY,NO,HRY,Herøya,Heroya,08,59.11666666666667,9.616666666666667
NOHSA,NO,HSA,Halsa Meløy,Halsa Meloy,18,66.73333333333333,13.516666666666667
NOHSL,NO,HSL,Hovland,Hovland,12,60.233333333333334,6.616666666666667
NOHSO,NO,HSO,Husøy - Karmøy,Husoy - Karmoy,11,59.333333333333336,5.3
NOHSS,NO,HSS,Husøy - Lenvik,Husoy - Lenvik,19,69.53333333333333,17.666666666666668
NOHSV,NO,HSV,Hausvikstrand,Hausvikstrand,10,58.03333333333333,6.983333333333333
NOHSY,NO,HSY,Hellesylt,Hellesylt,15,62.083333333333336,6.866666666666667
NOHUD,NO,HUD,Hundeidvika,Hundeidvika,15,62.36666666666667,6.416666666666667
NOHUS,NO,HUS,Husnes,Husnes,12,59.86666666666667,5.766666666666667
NOHVG,NO,HVG,Honningsvåg,Honningsvag,20,70.96666666666667,25.966666666666665
NOHVI,NO,HVI,Håvik,Havik,18,59.3,5.316666666666666
NOHVK,NO,HVK,Hasvik,Hasvik,20,70.46666666666667,22.15
NOHVS,NO,HVS,Hvasser,Hvasser,07,59.083333333333336,10.45
NOHYL,NO,HYL,Hyllestad,Hyllestad,14,61.166666666666664,5.283333333333333
NOHYR,NO,HYR,Høyanger,Hoyanger,14,61.21666666666667,6.05
NOIDR,NO,IDR,Inndyr,Inndyr,18,67.03333333333333,14.016666666666667
NOIGE,NO,IGE,Igerøy,Igeroy,18,65.68333333333334,12.133333333333333
NOIGL,NO,IGL,Iglandsvik,Iglandsvik,14,61.833333333333336,4.933333333333334
NOIKA,NO,IKA,Vikan,Vikan,18,67.2,14.55
NOIKR,NO,IKR,Ikornnes,Ikornnes,15,62.38333333333333,6.55
NOINN,NO,INN,Innhavet,Innhavet,18,67.96666666666667,15.916666666666666
NOINV,NO,INV,Innvik,Innvik,14,61.85,6.616666666666667
NOISY,NO,ISY,Ingøy,Ingoy,20,71.08333333333333,24.066666666666666
NOJAN,NO,JAN,Jakobsnes,Jakobsnes,20,69.73333333333333,30.1
NOJEL,NO,JEL,Jelsa,Jelsa,11,59.333333333333336,6.016666666666667
NOJON,NO,JON,Jondal,Jondal,12,60.266666666666666,6.233333333333333
NOJOS,NO,JOS,Jøssingfjord,Jossingfjord,11,58.31666666666667,6.35
NOJOV,NO,JOV,Jøvik,Jovik,19,69.6,19.816666666666666
NOJOY,NO,JOY,Jarlsøy,Jarlsoy,07,59.25,10.466666666666667
NOKAB,NO,KAB,Kabelvåg,Kabelvag,18,68.21666666666667,14.483333333333333
NOKAH,NO,KAH,Kårvikhamn,Karvikhamn,19,69.4,18.15
NOKAN,NO,KAN,Kalvneset,Kalvneset,14,61.93333333333333,5.45
NOKAR,NO,KAR,Kårstø,Karsto,11,59.266666666666666,5.516666666666667
NOKBV,NO,KBV,Kobbvågen,Kobbvagen,18,68.73333333333333,14.533333333333333
NOKDF,NO,KDF,Kaldfjord,Kaldfjord,19,69.68333333333334,18.733333333333334
NOKDL,NO,KDL,Kvanndal,Kvanndal,12,60.483333333333334,6.6
NOKGF,NO,KGF,Kongsfjord,Kongsfjord,20,70.71666666666667,29.316666666666666
NOKIA,NO,KIA,Kvithylla,Kvithylla,16,63.56666666666667,9.9
NOKIL,NO,KIL,Kilvik,Kilvik,18,66.73333333333333,13.9
NOKIR,NO,KIR,Kirkehamn,Kirkehamn,10,58.233333333333334,6.533333333333333
NOKIV,NO,KIV,Kinsarvik,Kinsarvik,12,60.36666666666667,6.716666666666667
NOKJB,NO,KJB,Kjørebonn,Kjorebonn,08,58.9,9.483333333333333
NOKJE,NO,KJE,Kjerringøy,Kjerringoy,18,67.51666666666667,14.766666666666667
NOKJF,NO,KJF,Kjøllefjord,Kjollefjord,20,70.93333333333334,27.333333333333332
NOKJK,NO,KJK,Kjøpsvik,Kjopsvik,18,68.08333333333333,16.35
NOKKK,NO,KKK,Kvelde,Kvelde,,59.2,9.966666666666667
NOKKN,NO,KKN,Kirkenes,Kirkenes,20,69.71666666666667,30.033333333333335
NOKLD,NO,KLD,Kolvereid,Kolvereid,17,63.45,10.416666666666666
NOKLE,NO,KLE,Kleppestø,Kleppesto,12,60.416666666666664,5.233333333333333
NOKMN,NO,KMN,Kårhamn,Karhamn,20,70.55,23.15
NOKMO,NO,KMO,Kambo,Kambo,01,59.46666666666667,10.683333333333334
NOKMS,NO,KMS,Kjøpmannskjær,Kjopmannskjar,07,59.166666666666664,10.366666666666667
NOKOL,NO,KOL,Kollsnes Øst,Kollsnes Ost,12,60.916666666666664,4.883333333333333
NOKON,NO,KON,Kollsnes,Kollsnes,12,60.56666666666667,4.816666666666666
NOKOP,NO,KOP,Kopervik,Kopervik,11,59.28333333333333,5.3
NOKPG,NO,KPG,Kaupanger,Kaupanger,14,61.166666666666664,7.233333333333333
NOKRA,NO,KRA,Kragerø,Kragero,08,58.86666666666667,9.4
NOKRS,NO,KRS,Kristiansand,Kristiansand,10,58.13333333333333,7.983333333333333
NOKRV,NO,KRV,Knarrevik,Knarrevik,12,60.36666666666667,5.15
NOKSU,NO,KSU,Kristiansund,Kristiansund,15,63.1,7.733333333333333
NOKSY,NO,KSY,Kvitsøy,Kvitsoy,11,59.05,5.416666666666667
NOKUV,NO,KUV,Kuvika,Kuvika,20,71.05,25.9
NOKVF,NO,KVF,Kvåfjord,Kvafjord,19,58.03333333333333,7.3
NOKVG,NO,KVG,Kalvåg,Kalvag,14,61.766666666666666,4.883333333333333
NOKVL,NO,KVL,Kristoffervalen,Kristoffervalen,19,70.11666666666666,19.983333333333334
NOKVR,NO,KVR,Kvæfjord,Kvafjord,19,68.76666666666667,16.166666666666668
NOKVS,NO,KVS,Kvalsund,Kvalsund,20,70.5,23.966666666666665
NOKVV,NO,KVV,Kvalvika,Kvalvika,18,67.3,14.383333333333333
NOKYR,NO,KYR,Kyrksæterøra,Kyrksaterora,16,63.28333333333333,9.083333333333334
NOLAD,NO,LAD,Langesund,Langesund,08,59.0,9.733333333333333
NOLAG,NO,LAG,Langevåg,Langevag,12,59.61666666666667,5.25
NOLAN,NO,LAN,Langevåg - Sula,Langevag - Sula,15,62.43333333333333,6.216666666666667
NOLAO,NO,LAO,Langøya,Langoya,07,59.5,10.383333333333333
NOLAR,NO,LAR,Larvik,Larvik,07,59.03333333333333,10.016666666666667
NOLAS,NO,LAS,Lenangen Søndre,Lenangen Sondre,19,69.81666666666666,19.983333333333334
NOLAV,NO,LAV,Lavangen,Lavangen,19,68.75,17.783333333333335
NOLAY,NO,LAY,Lenangsøyra,Lenangsoyra,19,69.81666666666666,19.983333333333334
NOLEA,NO,LEA,Leirvik i Hyllestad,Leirvik i Hyllestad,14,61.11666666666667,5.333333333333333
NOLEF,NO,LEF,Leirfjord,Leirfjord,18,66.05,12.95
NOLEP,NO,LEP,Leirpollen,Leirpollen,20,70.45,28.483333333333334
NOLES,NO,LES,Lenvik,Lenvik,19,69.43333333333334,18.15
NOLEV,NO,LEV,Levanger,Levanger,17,63.75,11.283333333333333
NOLFF,NO,LFF,Listraumen,Listraumen,14,61.13333333333333,5.2
NOLGS,NO,LGS,Langstein,Langstein,17,63.55,10.883333333333333
NOLIA,NO,LIA,Liavåg,Liavag,15,62.35,6.066666666666666
NOLID,NO,LID,Liland,Liland,18,68.33333333333333,14.75
NOLIL,NO,LIL,Lillesand,Lillesand,09,58.233333333333334,8.366666666666667
NOLIT,NO,LIT,Litangen,Litangen,08,58.85,9.3
NOLKN,NO,LKN,Leknes,Leknes,18,68.15,13.6
NOLKV,NO,LKV,Leksvik,Leksvik,17,63.666666666666664,10.616666666666667
NOLNE,NO,LNE,Leines,Leines,18,67.73333333333333,14.766666666666667
NOLOD,NO,LOD,Lødingen,Lodingen,18,68.41666666666667,15.983333333333333
NOLOE,NO,LOE,Loen,Loen,14,61.86666666666667,6.833333333333333
NOLON,NO,LON,Lonevåg,Lonevag,12,60.53333333333333,5.483333333333333
NOLOV,NO,LOV,Lovund,Lovund,18,66.36666666666666,12.383333333333333
NOLRA,NO,LRA,Lura,Lura,11,58.86666666666667,5.733333333333333
NOLRD,NO,LRD,Lærdal,Lardal,14,61.1,7.45
NOLRE,NO,LRE,Lessremman,Lessremman,18,65.36666666666666,12.483333333333333
NOLRI,NO,LRI,Leirvik,Leirvik,12,59.766666666666666,5.5
NOLRK,NO,LRK,Larkollen,Larkollen,01,59.333333333333336,10.65
NOLSU,NO,LSU,Lysøysund,Lysoysund,16,63.88333333333333,9.866666666666667
NOLUL,NO,LUL,Lutelandet,Lutelandet,14,61.25,4.966666666666667
NOLUR,NO,LUR,Lurøy,Luroy,18,66.41666666666667,12.833333333333334
NOLUS,NO,LUS,Luster,Luster,14,61.43333333333333,7.45
NOLVG,NO,LVG,Laksevåg,Laksevag,12,60.38333333333333,5.3
NOLVK,NO,LVK,Laukvik,Laukvik,18,68.38333333333334,14.416666666666666
NOLYD,NO,LYD,Lyngseidet,Lyngseidet,19,69.58333333333333,20.216666666666665
NOLYF,NO,LYF,Lysebotn,Lysebotn,11,59.05,6.666666666666667
NOLYS,NO,LYS,Lysaker,Lysaker,02,59.9,10.6
NOMAH,NO,MAH,Maurholen,Maurholen,11,58.46666666666667,5.916666666666667
NOMAN,NO,MAN,Mandal,Mandal,10,58.016666666666666,7.45
NOMAT,NO,MAT,Matre - Masfjorden,Matre - Masfjorden,12,60.88333333333333,5.566666666666666
NOMAU,NO,MAU,Mausund,Mausund,16,63.86666666666667,8.666666666666666
NOMAY,NO,MAY,Måløy,Maloy,14,61.93333333333333,5.1
NOMEH,NO,MEH,Mehamn,Mehamn,20,71.03333333333333,27.833333333333332
NOMEL,NO,MEL,Melbu,Melbu,18,68.48333333333333,14.8
NOMEN,NO,MEN,Menstad,Menstad,08,59.166666666666664,9.633333333333333
NOMEV,NO,MEV,Melsomvik,Melsomvik,07,59.21666666666667,10.333333333333334
NOMGR,NO,MGR,Manger,Manger,12,60.63333333333333,5.0
NOMID,NO,MID,Midsund,Midsund,15,62.666666666666664,6.666666666666667
NOMIS,NO,MIS,Misvær,Misvar,18,67.11666666666666,14.983333333333333
NOMIT,NO,MIT,Misten,Misten,18,67.45,14.733333333333333
